"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.319984410423785,0.228363450616598,0.192452068207785,0.474522352218628,0.254548380617052,0.153705963399261,0.817259196890518,0.793336919043213,0.221323982812464,0.734091013437137
"2",0.844381877686828,0.943662780337036,0.423260571435094,0.342226175125688,0.96182852005586,0.262050181394443,0.380943887634203,0.00207365560345352,0.860614266479388,0.872523374389857
"3",0.934752992354333,0.544989849207923,0.113744423026219,0.832573996391147,0.570045494008809,0.0393072250299156,0.82882716273889,0.059675452997908,0.577273196773604,0.885576825821772
"4",0.765250479336828,0.0261316495016217,0.212748296558857,0.562682147137821,0.187622038647532,0.355850369203836,0.20266114291735,0.680882206885144,0.922957345377654,0.861338634509593
"5",0.344555236399174,0.702091380488127,0.709154594689608,0.626296302769333,0.950026921462268,0.905649239895865,0.0982732253614813,0.343307067174464,0.348810940748081,0.289026764687151
"6",0.535505395848304,0.300939545035362,0.712490986566991,0.864036073675379,0.238017297582701,0.232515421463177,0.597183556063101,0.303042104234919,0.624816470313817,0.971568948356435
"7",0.40090295788832,0.645311251748353,0.531324282754213,0.308921459596604,0.520108185242862,0.696262705372646,0.794372078496963,0.794240331742913,0.243705744622275,0.528467108029872
"8",0.225697790971026,0.017079496756196,0.92416590033099,0.346399433212355,0.669186687562615,0.49767246702686,0.752908942755312,0.315423907944933,0.424140717834234,0.856882377527654
"9",0.889538131887093,0.0249776570126414,0.271401502657682,0.378293294459581,0.0916366649325937,0.730184392537922,0.614092206582427,0.440579463960603,0.635257522808388,0.597885143011808
"10",0.254799369722605,0.00714073237031698,0.240507452748716,0.766367943258956,0.687750522745773,0.735036998754367,0.248710178770125,0.268627143464983,0.66991701698862,0.341990256682038
"11",0.660619605565444,0.217252316186205,0.472782795317471,0.17159028747119,0.262669113697484,0.436598954955116,0.594006345840171,0.39608023990877,0.23867083247751,0.42865017731674
"12",0.653248476795852,0.790757432579994,0.901159880915657,0.868592253653333,0.744595908094198,0.39359626872465,0.401255744509399,0.644973708782345,0.587271918309852,0.337157265515998
"13",0.995708827860653,0.435272612608969,0.310804308857769,0.623864183900878,0.692830213578418,0.506188629893586,0.115219979779795,0.755246108630672,0.91872514761053,0.684182491153479
"14",0.128728750627488,0.627063753083348,0.239144144114107,0.336418706690893,0.040943814907223,0.404824595432729,0.360140189994127,0.260603017639369,0.373944204533473,0.263862462947145
"15",0.829295149538666,0.424698146758601,0.434061141684651,0.490250451490283,0.892412834102288,0.715065678581595,0.187310409732163,0.365989211481065,0.353571358835325,0.567811056738719
