"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.97789280442521,0.450194261036813,0.9282752412837,0.869583362480626,0.662559411721304,0.482365370960906,0.908494887175038,0.45397732546553,0.229779242770746,0.862944540800527
"2",0.944962264271453,0.149662464857101,0.756097685545683,0.116812273394316,0.74278850457631,0.302079828921705,0.661234552739188,0.487391293980181,0.637711144750938,0.111969829769805
"3",0.891605603741482,0.573540961137041,0.187089182203636,0.469624695368111,0.535713800229132,0.179630945436656,0.460308989975601,0.749951255274937,0.889391691191122,0.0367095631081611
"4",0.807253573322669,0.727880136342719,0.109039065428078,0.18690508371219,0.399384178454056,0.92542116320692,0.456990125123411,0.750942514277995,0.260949924588203,0.0971438500564545
"5",0.762498682830483,0.679494712036103,0.0301383868791163,0.816461469745263,0.541275417432189,0.810503836488351,0.231750822858885,0.0260316105559468,0.173218054464087,0.77198845683597
"6",0.974223480094224,0.464466445380822,0.469560593832284,0.175909180892631,0.544444169383496,0.280877481447533,0.800158357713372,0.051149187143892,0.0699245589785278,0.123625086387619
"7",0.933101878268644,0.66492305113934,0.361208579968661,0.286226333118975,0.201119787991047,0.520988590084016,0.0695274276658893,0.254154064692557,0.485004568239674,0.0862755172420293
"8",0.105529594933614,0.699210373219103,0.810444652102888,0.318857805570588,0.171745934989303,0.112978811841458,0.67530339770019,0.708124539582059,0.24910501902923,0.286897941026837
"9",0.40000430913642,0.960865965113044,0.192101394757628,0.300290274666622,0.534316398203373,0.624871512176469,0.966523336945102,0.61936614359729,0.600854275282472,0.126098670298234
"10",0.0862944459076971,0.585900975158438,0.527797756483778,0.722035850631073,0.174626463325694,0.0321543177124113,0.0579080609604716,0.837700131814927,0.920889110770077,0.130751494085416
"11",0.408414813224226,0.521036183927208,0.405712048988789,0.948769167996943,0.203349443851039,0.875999391777441,0.0698341948445886,0.501074037980288,0.423744726926088,0.823690938996151
"12",0.196004488738254,0.404005529591814,0.665264727314934,0.00205587525852025,0.0966148965526372,0.723303440026939,0.858975441195071,0.386032121023163,0.142229260411114,0.808951802086085
"13",0.445478271460161,0.998482421971858,0.0534035156015307,0.950424038572237,0.363681302173063,0.639175713527948,0.744229597970843,0.886871587950736,0.630612690700218,0.617094123968855
"14",0.634280825033784,0.400300851790234,0.125544804846868,0.922908363398165,0.468396567506716,0.619712628889829,0.101995778735727,0.546728322049603,0.596249922877178,0.196339214220643
"15",0.5669563007541,0.463161018909886,0.00796316028572619,0.180356067838147,0.432764094788581,0.32531351596117,0.613210277631879,0.787302990211174,0.711505704792216,0.906022742390633
