"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.407460756599903,0.815056489314884,0.033143715467304,0.299679538467899,0.064366850303486,0.6181920170784,0.561270743142813,0.47357121668756,0.0557322185486555,0.429536334937438
"2",0.63104439387098,0.146715684095398,0.153285538312048,0.436008192133158,0.807386334054172,0.365822470979765,0.432162080425769,0.745520908152685,0.207620809786022,0.116272984538227
"3",0.0219638838898391,0.302816290874034,0.46151934354566,0.786008090479299,0.774348947685212,0.70132867898792,0.625075518386438,0.357945393770933,0.0595606528222561,0.735991774825379
"4",0.941846285946667,0.597621517954394,0.336197456810623,0.63760684011504,0.956940422765911,0.452021634439006,0.60064535937272,0.480578234186396,0.978663009591401,0.924804282141849
"5",0.216939468402416,0.137946174945682,0.974814045708627,0.659194492967799,0.708943430799991,0.38697692239657,0.707570000551641,0.191442277515307,0.0161701489705592,0.200380309019238
"6",0.73731938097626,0.946883820230141,0.52702549775131,0.191248761257157,0.568450667662546,0.0292746683117002,0.502543574664742,0.891253676265478,0.473844851367176,0.517580851912498
"7",0.706931523047388,0.154877048218623,0.420948063954711,0.458538108272478,0.836424526758492,0.58839903678745,0.437494272133335,0.841514729894698,0.112301439512521,0.104108662577346
"8",0.624064686242491,0.551876324461773,0.74408588395454,0.59767282102257,0.368720734026283,0.358206462580711,0.599566533230245,0.770029552280903,0.473832662217319,0.829084370750934
"9",0.907340848119929,0.18693188088946,0.324408493004739,0.715217236429453,0.348734796745703,0.624740307219326,0.828352362383157,0.400676174322143,0.552011146442965,0.414986012736335
"10",0.56079766782932,0.49598687957041,0.968889430165291,0.473345015197992,0.158404826652259,0.506744076963514,0.297407115576789,0.371191895566881,0.883119508391246,0.286670164205134
"11",0.502567056333646,0.192878357600421,0.744850850198418,0.705822999821976,0.0747633397113532,0.33132996619679,0.969597387127578,0.807544846786186,0.940776756266132,0.259805212263018
"12",0.838806765386835,0.959351696074009,0.105354316998273,0.000231199199333787,0.0312116728164256,0.794658162863925,0.183106950949878,0.140506596537307,0.376861814409494,0.83485220791772
"13",0.973141283262521,0.689548110123724,0.89453971083276,0.301287802169099,0.741163768572733,0.953253939282149,0.096893216483295,0.423672637203708,0.455715607153252,0.455610836856067
"14",0.066753079649061,0.170299738878384,0.300548352999613,0.80782457976602,0.470618126448244,0.442906049080193,0.301390719600022,0.784309387672693,0.447232686216012,0.778748777927831
"15",0.0699415283743292,0.602278426289558,0.47559524863027,0.0428826194256544,0.692480581346899,0.551928190514445,0.0966922817751765,0.340205483604223,0.447802539216354,0.733469362836331
