"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.290886904811487,0.72444020328112,0.964959899196401,0.4215489088092,0.982488231966272,0.644870683318004,0.105775305768475,0.837333343923092,0.285358797991648,0.781544575700536
"2",0.17717748042196,0.353006857447326,0.677427173824981,0.0468853276688606,0.501307632308453,0.843800188973546,0.38489126577042,0.894644305342808,0.860561984591186,0.940375108970329
"3",0.0812505714129657,0.694011224200949,0.95041461312212,0.679632074199617,0.303765334188938,0.820548482239246,0.370175319723785,0.597894421312958,0.332253366010264,0.703311456833035
"4",0.28658415353857,0.955119971418753,0.529476518975571,0.871602370170876,0.14335868973285,0.703419713070616,0.0297171880956739,0.951475691050291,0.099209648789838,0.580158030614257
"5",0.55593776400201,0.625328872585669,0.419881829293445,0.994347368832678,0.397363077616319,0.0240053941961378,0.0224442847538739,0.193720082519576,0.112603076500818,0.0596237634308636
"6",0.985500489128754,0.340631436323747,0.796953428769484,0.948968454962596,0.718208935577422,0.0579305228311568,0.494429619284347,0.819786606822163,0.974967506015673,0.343028089264408
"7",0.357367317425087,0.452466165879741,0.0175652601756155,0.693778908345848,0.120934020495042,0.459462988888845,0.585484181297943,0.205157965421677,0.446777967736125,0.580201039323583
"8",0.610373644856736,0.523059618892148,0.5603212332353,0.262874763924628,0.42802233225666,0.18635552469641,0.636856480501592,0.661306046647951,0.255683162948117,0.244936044327915
"9",0.825977740576491,0.654503571568057,0.705949545837939,0.613794580567628,0.741534578381106,0.932062997948378,0.964781853603199,0.276159213390201,0.359951140591875,0.0219901183154434
"10",0.119884656043723,0.428457710659131,0.97088334034197,0.766430357005447,0.619389958912507,0.0578469650354236,0.644322916166857,0.400827013654634,0.0760843120515347,0.572671799454838
"11",0.485562216723338,0.419759845826775,0.550134827615693,0.993071564938873,0.529977455502376,0.1031703222543,0.669905327260494,0.371611599810421,0.51757702534087,0.229974561138079
"12",0.0881266491487622,0.00502519425936043,0.184696165146306,0.756951829185709,0.227814047830179,0.317870762897655,0.672135513741523,0.0408293609507382,0.84466810640879,0.0359610428567976
"13",0.616126953391358,0.658559693954885,0.573224315186962,0.879293796373531,0.983694202499464,0.983580203494057,0.916994837578386,0.141164876986295,0.135679003084078,0.0641156048513949
"14",0.502449471503496,0.700847872998565,0.703802764881402,0.776240827981383,0.645654252031818,0.602387194288895,0.51139824744314,0.093756705056876,0.96473433659412,0.349535644752905
"15",0.611482579493895,0.85037024342455,0.945674980059266,0.286002747248858,0.744534122524783,0.901640833588317,0.65708767180331,0.830573744373396,0.124910153914243,0.0164365428499877
