"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.705157780321315,0.58853182499297,0.537456442136317,0.665122830541804,0.334631567588076,0.776550435461104,0.575444324873388,0.143160617444664,0.853784609586,0.172883907565847
"2",0.774132545106113,0.425378296989948,0.570823839632794,0.195223957067356,0.706220681080595,0.997774745570496,0.654557526810095,0.00222247373312712,0.456062385812402,0.892108150757849
"3",0.518460370600224,0.870974085992202,0.92535380506888,0.0938904862850904,0.979718588525429,0.269189787562937,0.647171343676746,0.982519373530522,0.74518438312225,0.489614825695753
"4",0.8117235514801,0.355618234258145,0.046287369215861,0.644110994646326,0.148066422203556,0.89648812636733,0.880296336021274,0.232126696733758,0.392702503362671,0.546629569726065
"5",0.727094284258783,0.881993073038757,0.179261105367914,0.736535457894206,0.822261809604242,0.0106440242379904,0.142413324210793,0.162993010831997,0.728161924518645,0.912593817571178
"6",0.903731647180393,0.530486184405163,0.125226352829486,0.765627747867256,0.248940810794011,0.619890888687223,0.185310469707474,0.132770175114274,0.584643043577671,0.982761638006195
"7",0.528220449341461,0.412310772342607,0.314017720753327,0.432566296542063,0.831954822875559,0.250738675706089,0.696266123559326,0.129629495786503,0.223233063239604,0.71854245965369
"8",0.21906001935713,0.459989672759548,0.208211132558063,0.182222353992984,0.989163664635271,0.128732118057087,0.115453333826736,0.753832981921732,0.56036850460805,0.931226585293189
"9",0.511736933840439,0.0467614782974124,0.243529143743217,0.65330184623599,0.591468850849196,0.497949052834883,0.792261157184839,0.529593430925161,0.873107847524807,0.582234912086278
"10",0.734249703586102,0.953119713813066,0.23640158912167,0.179919812828302,0.694891183404252,0.506508889142424,0.909338384633884,0.487614896614105,0.658015917753801,0.878076535649598
"11",0.463487866800278,0.907966864295304,0.753134184749797,0.593679273501039,0.417298189597204,0.634377960348502,0.152109724236652,0.766487128799781,0.745593762723729,0.348698748741299
"12",0.953086360823363,0.965759295038879,0.963798040756956,0.160682579502463,0.606253971112892,0.652572154765949,0.24565331498161,0.646185490069911,0.168572240974754,0.610050885705277
"13",0.795094796223566,0.800636143656448,0.260976075427607,0.829229380236939,0.819455697899684,0.620546294609085,0.182292260229588,0.886087596882135,0.105008945800364,0.441927515668795
"14",0.397480316925794,0.15017716307193,0.64932349929586,0.266342293936759,0.431253069546074,0.147841604659334,0.295806503389031,0.0702760668937117,0.189424860756844,0.400505575584248
"15",0.98799442476593,0.34010568796657,0.171805005287752,0.432143778773025,0.986311299027875,0.60503047844395,0.818868731847033,0.719204838154837,0.999927326571196,0.399367246078327
